DRUG,NDC
Ear Wax Removal Drops,904322035
carbamide peroxide,904322035
Kaolin,677053333
kaolin,677053333
bis,182181144
bismu,182181144
Aspirin Desensitization,904404073
Charcoal,574012004
Cidofovir 0.25% Oral Soln,61958010101
Acetic Acid 0.04% Soln,409614309
Imodium A-D *NF*,50580029304
Spiriva with HandiHaler,597007506
Triamterene,7365021
triamterene-hydrochlorothiazid,7365021
Loperamide Hcl,51079069020
nephro,68084006501
*NF* Tacrolimus Suspension,469061711
Calcitriol,93065801
clo,781202701
Amylase-Lipase-Protease,32121001
Diphenhydramine Hcl,17714002001
Cymbalta,2323560
Geodon,49396041
Ziprasidone HCl,49399041
prevacid,300304613
Neoral,78024615
nifed,228249710
Pangestyme EC,58177003106
Piroxicam,93075601
Proprano,378616001
Prozac,777310533
Terazosin,74380711
*NF* Zaleplon,8092681
Amoxicillin Trihydrate,51079060120
dabigatran etexilate,597013560
Docusate,51079001920
Docus,904224461
Docusate ,51079001920
Emtricitabine Oral Solution,61958060101
Ethosuximide,71023724
Etodolac,378720001
Saquinavir (Fortovase),4024648
Uro-Mag,165005441
Mycophenolate Mofetil Suspension,4025901
Mycophenolate Mofetil Suspension,51079072120
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPSULES,4025901
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPS,4025901
Progesterone,32170801
Altace,39010411
Simvastatin 40 mg or Placebo,51079045620
Tacroli,469060773
diltiaz,456261390
dilt,456261490
Vitamin A,186430100
*NF* Diltiazem SR,88177749
Hyoscy,91353701
Levsin,91353701
hyo,91353701
L-Carnitine,54391005009
K-Lor,58177000111
potass,58177000111
K-Dur,58177000104
panc,39822020501
Theophylline SR,258363801
Niaspan,781215901
*NF* Niacin,182441801
Nicotinic Acid SR,182441801
Niaspan Extended-Release,536407701
Prograf,469060773
Aspirin 81 mg or placebo ,904404073
Aspirin 81mg or placbo,904404073
Aspirin 81 mg  or placebo,904404073
Refresh Liquigel,23050601
Refresh P.M.,23050601
Flunisolide Inhaler,456067299
Atrovent HFA,597008717
Albuterol ,59930156001
Albuterol-Ipratropium,172439018
albuterol sulfate,59310057920
Cidofovir 1% Topical Paste,61958010101
urea,884044904
Ureacin-20,884044904
Benzoyl Peroxide,59366274201
Nicotine Lozenge,135051101
Aveeno Colloidal,54569466100
Potassium Chl,456066270
Potassium Chloride ,456066270
Dobutamine HCl,75062430
Heparin,74491023
Methad,54355663
CefazoLIN,66860090203
DEXT,74490223
Epinephrine Base,409492134
LANSOPR,300304613
Morphine Sulfate (2-5mg),74126102
sodi,74663734
sodium bi,409663734
sodium bicar,409663734
sodium bicarbonate,74663722
Octreotide Acetate,78034261
Fulvestrant,310072025
MEGACE,49884090738
morphine,66479056012
Morphine Sulfa,66479056012
Calcium,409492834
Heparin Flush ,8290036005
Fulvestrant (Faslodex),310072010
HEPARIN,64253033335
Multi,904053061
Percocet,406051262
Adderall,555097102
Bisaco,182853489
bisacodyl,182853489
bisopro,185077130
Colestipol,9045003
Dexame,54817625
valium,51079028520
Ergotamine-Caffeine,78034905
Folic Acid,182050789
glipiZIDE,172364910
Ativan,904150061
Loraze,904150061
Maxide 75/50,781100813
Molindone HCl,57844091401
Multivitamin,245009101
Multivitamins w/Minerals,245009101
Oxycodone Liquid,406055262
Pilocarpine HCl,58063070510
Avandia,29315818
NIFEdipine,591319301
nifed,85171603
nif,26885148
Xanax,51079078820
*NF* Amoxapine,17236088901
Abilify,59148000813
Aspi,51079000522
Dopamine,51079000522
Aspirin Desensitization (Angioedema),51079000522
bact,904272561
bactrim,93008801
Sulfameth/Trimethopri,93008801
Benazepril HCl,83007932
ce,51079059720
ZyrTEC,69073166
cilos,66993000860
Cozaar,6095128
Dex,54818125
Uloric,64764091830
Fexofe,51079052920
Fosinopril Sodium,87015846
HydrOXYzine,51079053120
hydroxyzine,364049590
imd,58177022211
Isosorbide Mononitr,58177022211
isos,58177023811
Isosorbide Mononitr,58177023811
Imipramine HCl,53489033001
Isosorbide din,904215461
leflunomide,93017456
Levothyroxine Sodium,52604510001
levo,74455211
Levoth,74518211
Megestrol ,51079043520
Megestrol Acetate,54860425
Metoprolol Succinate XL,51079080120
Oxandrolone,185027101
panto,8084199
Pergolide Mesylate,59075061530
Phenyto,71000740
Dilantin Infatabs,71000740
Phenytoin Sodium Extended,71000740
potassium ch,58177020211
Potassium Chl,58177020211
prednis,54872625
Sudafed,54874325
Quetiapine,310027539
QUEtiapine,310027539
Risperidone,50458060228
Sumatriptan Succinate,173073500
Chlorpromazine,51079051820
ChlorproMAZINE,51079013020
Chlorpromazine HCl,51079013020
Ultram,406717162
triaz,781144113
triazol,54485906
Vitamin B Complex,536476301
acet,45050130
Amiod,51079090601
Aspirin ,63739027201
Aspirin EC,67014568
Amoxicillin-Clavulanate Desensitization,29607531
BuPROPion (Sustained Release),173017855
Cabergoline,13700112
Dostinex,13700112
CHOLINE,34050510
Valproic Acid,245018101
Belladonna Alk-Phenobarbital,54569325100
ERYTHROMYCIN,74630413
Estratest H.S.,32102301
Famciclovir,7411713
famciclovir,54019813
Gaviscon,88117547
Hydroxychloroquine,378037301
Ibup,904585461
*NF* Irbesartan,87277235
lacosamide,131248035
Lamotrig,173064255
FemARA,78024915
synth,74662411
Hyoscyami,225029515
linezolid,9513502
metaxalone,60793013601
MetFORMIN,51079097320
Moxifloxacin HCl,26858188
*NF* Mycophenolate Sodium,78038566
Niaspan,904227260
*NF* Nifedipine XL,69265041
Procardia XL,69266041
*NF* Pramipexole,597008461
Quetiapine Fumarate,904628061
Quinidine Sulfate,53489046101
rasagiline,68546014256
Rivaroxaban,50458057810
sevelamer CARBONATE,58468002001
Sevelamer HCl,58468002101
Tegretol,83002730
Theophylline SR (Theo-Dur),50111048303
Metoprolo,186109239
Toprol XL,186109239
Venlafaxine ,8078102
Carbamazepine Suspension,83005232
Glipizide,49156066
Guaifene,63824000840
*NF,63824000840
gua,63824000840
L-Hyoscyamine,91353201
Isosorbide Dinitrate,8412501
levocarnitine,54482014407
methylphenidate SR ,83001630
Ondanset,62756035664
Ditropan XL,17314850101
Pantoprazole (Self Med),68387029330
Paxil CR,29320713
Bismuth Subsalicylate,37000002104
Bismuth Subsalicylate Chewable,182181144
ritonavir,74333330
Sulfadiazine,185075710
Valganciclovir Hcl,4003822
Zithromax Z-Pak,59762306003
BuPROP,173094755
BuPROPion,173073001
Glipizide,62037087130
Isosorbide Dinitrate,8413901
levetiracetam,50474059540
glucop,172443510
Metformin HCl,172443510
Sinemet,904771961
Carbidopa-Levodopa (25-100),91334201
flonas,54327099
Nitroglycerin,168003830
Dorzolamide,60505056701
Neomycin-Polymyxin-Gramicidin,24208079062
Genta,61314063305
xalatan,517083001
Pilocarpine 6%,998020815
prednisol,61314063705
Timolol Maleate 0.5% GFS,61314022705
Betoptic S,65024610
Betoptic S,65024620
Bleph-10 Ophth. Soln.,11980001105
timolo,61314022605
Revatio,24208039407
travoprost,54868596800
Clonidine HCl,597003112
Clonidine,597003234
*NF* Estraderm,52544047108
LIDODERM PATCHES,63481068706
Nitroglycerin ,89130130
Scopolamine Base,10019055302
*NF* Estradiol Transdermal Patch,78034445
Mesalamine ,93688871
Neo-Synephrine,24134803
ocean,256015201
Hydromorphone (Rectal),574722406
anu,904016012
asp,574703412
Aspirin,536135012
Belladonna & Opium,61451501507
NEO*PR*Acetaminophen,45802073232
Trimethobenzamide HCl,51079029072
Miconazole Nitrate Vaginal,62543001
Zovirax,64455099394
Lidocaine ,548301200
Lidocaine Jelly 2% (Urojet),76329301205
Nystatin Cream,168000715
Collagenase,55045213405
Tucks,71307513
tucks,71307513
econ,168031230
Metronidazole,299382045
Miconazole ,472073041
Orabase-B,38341006545
Zinc Oxide,74300000068
poly,168002135
Lacri-Lube Oint,17478006235
Lidocaine jel,186033036
fluocin,168005815
Sulfacetamide-Prednisolone Ophth. Oint.,23031304
Bactroban,29152544
Betamethasone Dipro 0.05% Oint,168005515
*NF* Ciprofloxacin 0.3% Ophth Oint,65065435
Hydrocortisone,61570031311
Betamethasone Dipro 0.05% Augmented Gel,168026615
Betamethasone Valerate 0.1% Cream,472037015
Ampicillin,15740520
Heparin Flush CVL  (100 units/ml),409115170
Heparin Flush CVL  (100 units/ml),74115170
Sodium Chloride,63323018610
Albumin 5% (25g / 500mL),67467064301
Calcitonin Salmon Nasal,78031190
De,63323016501
Epoprostenol,173051700
Hepatitis B Immu Glob (HepaGam B),60492005201
Heparin ,63323054011
heparin,641244045
Ipratropium,487980125
Ipratropium Brom,487980125
"Meningococcal Vac A,C,Y,W-135",49281048901
Morphine,10019017644
Nafcillin,781312495
Oxacillin,15798120
Remifentanil,74449803
*NF* Cefotetan,310037720
Cefotetan Disodium,310037720
cisatracurium,74438010
Dex,641036725
Copaxone,88115003
Triamcinolone Acetonide,3029305
Ketorolac Tromethamine,63323016101
Liothyronine,7521006
*NF* Cefoxitin Sodium,6335645
metoCLOPramide,703450204
sodium bi,74662502
sodium bica,517155025
sodium bicarbonate,409662502
sodium bicarb,517155025
*NF* Pegaspargase,57665000202
Penicillin G Potassium,3067371
phenylephrine HCl,10019016312
Phenylephrine,66758001604
*NF* Abatacept,3218710
ALBU,944049101
Albumin 5% (2.5gm),944049101
Albumin 5,52769045050
Aprotinin,26819763
Cytomegalovirus Immune Glob,44206310101
Dexamethasone Sod Phosphate,63323016505
insulin,88222033
Insulin ,2751001
Insulin Human Regular,2751001
Iron Dextran Complex,364301247
Lidocaine 0.5%,409317701
"Meningococ Vac A,C,Y,W135 (PF)",49281058905
Methylprednisolone,9307301
Phenytoin Sodium (IV),143988125
Factor 9 Complex,68516320003
PROPOF,54569407300
rocuronium,63323042610
Acetylcystein,87057007
Hydrocortisone Sod Succinate,9082501
Lidocain,409427501
Lidocaine,63323020110
propo,310030050
Thiamine HCl,10019021302
Albumin 5% (25 g),44206025110
1,186012201
Guaifenesin,121168305
guaiFENesin AC,121177505
Guai,121174410
guaiFENesin,121174410
Ritonavir/Lopinavir,74395646
Loperamide HCl,54853416
Morphin,54023755
Morphine Sulfat,54858516
Morphine Sulfate ,54023755
Hexavitamin,50383068304
Nephrocaps,50383068304
nyst,472500360
Percocet,54864816
Oxycodone,54864816
bact,55045122403
bactrim,472128416
Sulfamet,55045122403
bactr,55045122403
Sulfameth/Trime,55045122403
Sulfameth/Trimethopr,472128416
Benadryl Allergy,121048910
Guaifenesin-CODEINE Phosphate,121177510
Guaifenesin,47682021701
lactul,54848616
Vitamin E,186580030
Aluminum,121176130
VALPR,74568216
depak,74568216
Ace,121065721
Epoetin Alfa,16837086012
Docusate S,121054410
Docusate So,121054410
Ferrous Gluconate,121053005
Ranitidine Hcl,173038354
HALOPERIDOL,45025501
MORPHINE SULFATE,74176201
LIDOCAINE 1% (W/Presv.),74206605
ValGANCIclovir Suspension,4003909
CloniDINE,66479052101
Dextrose 5%,338001703
HYDROmorphone,409335601
oxymeta,904571135
Privigen,44206043605
Amiodarone Oral Suspension,51079090620
Flucytosine,68258912401
FLUC60L,68258912401
Melphalan,173013093
Nortriptyline,406991816
pred,60432021208
Pyridostigmine ,187301220
Valganc,4003909
Erythro,74636902
Fluphenazine,63323027205
gabapentin,71201223
GammaGARD Liquid,944270007
Haloperidol Decanoate,703702103
Meperidine,409118069
Insulin Aspart,169750111
Asparaginase (Erwinia chrysan),57902024901
Ceftazidime,173037934
H,74115170
Hepari,74115170
insuli,2831501
HEPARIN,641040025
Hepa,641040025
Sodium Bicarbonate 4% (2.4meq),74660902
Afrin,904571135
Prednisone,54372144
VinCRIStine,703441211
Vincristine Sulfate,61703030916
hepar,63323054031
Interferon Alfa-2B,85057102
Mechlorethamine HCl,6775331
Milrinone Lactate,10019007001
Tobramycin Sulfate,39822041206
Triamcinolone Diacetate,469511601
aminoc,61748004416
Clindamycin Phosphate,409405201
Clindamycin Phosphate,74405201
Famotidine,6354114
Famotidine (IV),6354114
hepar,641243645
MetronidAZOLE Oral Suspension,51079012220
D5W 0.1% Albumin,338001702
Amoxicillin-Clavulanate Susp,29609039
Epin,74724101
Lidocaine 4% MPF,63323049089
Phyto,409915801
VITAMIN K1,74915801
Ethanol 70% Catheter Lock,517857510
Lidocaine,186023003
Ascorbate Sodium,409339732
Salivart,54376950
Artificial Saliva,54376950
sarna,145062805
Aminocaproic ,409434673
Povidone Iodine 1/8 Strength,34210001
Dextromethorphan-Guaifenesin ,61787006204
Phenylephrine 1% Nasal Spray,24135202
Pramoxine-Menthol-Petrolatum,496074804
Dakins 1/8 Strength,436094616
ammonium lactate,245002322
Phenaseptic Throat Spray,78112001103
fluoc,28105014904
Derma-Smoothe/FS Scalp Oil,28105014904
Ear Wax Drops,87701089415
Ear Drops Earwax Aid,904322035
Kao,677053333
Lidocaine ,54350547
Imodium,50580029304
Dakins,436093616
True Omega -3 Fish Oil 409mg cap,10939033733
Mult,245008201
Docusate Sodium,51079003920
Tacroli,781210301
Tacro,781210301
Thiothixene,51079058720
AcetaZOLAMIDE,51285075402
Calcitri,93065701
PrevACID 24Hr,300154111
Prevacid,300304611
Amitiza,64764024060
Piroxicam,51079074320
AMOXicillin,51079060120
Anagrelide,172524160
REYATAZ,3362312
balsa,54007928
Clindamycin Hcl,51079059820
phenytoi,71036940
Phenytoin Sodium (IV),71036940
Docusate Sod,904224461
formoterol fumarate,85140201
*NF* Imatinib Mesylate,78037366
iron,10267146501
Papaverine HCl,781200001
Norvir,74663322
ritonavir,74663322
Sevelamer,58468470901
simvastatin,51079045620
SImvastatin,51079045620
Tacroli,469061711
dilt,456261263
Dilti,258368890
*NF* Digoxin (Lanoxicaps),81027255
fish oil,10939033733
levsin,91353701
metyrapone,76336045517
POTASSIUM CHLORIDE,58177000104
Propra,24090047188
diltia,88177947
Valproic Acid,74611411
nia,536407701
Niaci,536407701
Venlafaxi,8083703
Aspirin 81 mg /Placebo,904404073
Aspirin 81 mg/ Placebo,904404073
Serevent Diskus,173052000
prednisolone acetate,168031230
arti,23050601
Flunisolide,456067299
ATROVENT,597008214
*NF* Urea,884044904
sodium chlor,517293025
Antihemophilic Factor (Recombinant),26066420
baclofen,58281056301
Peg-Intron,85137001
Sodium Chloride ,378699789
Levalbuterol,63402051224
Tucks Pads,71170316
Humira,74433902
epi,49502050001
Epine,49502050001
EPINEPHrine Auto Injector,49502050001
neutra,60258000601
Phos,60258000601
Sulfamylon,51079062485
Imiquimod,89061012
imiquimod,89061012
Testosterone Propionate,51842530
Leuprolide Acetate,74347303
methaDONE,54355663
sodium bi,74663722
darbepoetin alfa in polysorbat,55513002801
Megestrol Oral Suspension,49884090738
Mycophenolate ,4026129
Hepar,64253033335
Heparin,64253033335
Heparin ,64253033335
Heparin Flush CRRT (5000 Units/mL),64253033335
percocet,406051262
Oxycodone,54865024
Amphetamine Salt Combo,555076202
Benztropine Mesylate,51079022220
bisopr,185077130
Atacand HCT,186000431
Carafate,51079087101
Carafate,88171249
clonazePAM,51079088120
dexame,54817625
Dexa,54817525
Dexamethas,54817925
Cardura,49275041
*NF* Glycopyrrolate,59630020010
Iloperidone,43068010602
*NF* Ivermectin,6003220
leucovorin calcium,54449625
Olanzapine (Disintergrating Tablet),2411560
Oxycodone Liquid,54865724
Requip,93528401
Solifenacin,51248015001
Procardia XL,26884148
Nifedi,85172202
Fosamax,6003121
Amoxapine,591571401
Abilify,59148000835
aspirin,51079000522
sulfa,904272561
Bactrim,904272561
Sulfameth/Trimethoprim Suspension,904272561
bactri,93008801
Sulfameth,93008801
Sulfame,93008801
Sulfamet,93008801
Sulfameth/Trimethoprim ,93008801
Lotrel,83006332
Capoten,49884079474
Cetirizine-Pseudoephedrine,69551066
Cilostazol,54002821
Dexamethas,54818125
Dexamethasone,54818025
Exemestane,9766304
Isosorbide Monon,58177022211
Isosorbide Mononitrate ,58177022211
iso,8077102
Isosorbi,904215461
levo,74518211
CLARITIN,85045804
Provera,9006406
Mebaral,24123105
Oxycodone,59011010310
Oxycodone-Acetaminophen,59011010310
Paroxetine Mesylate,904567661
dilantin,71000740
potass,58177020211
K-DUR,58177020211
pravastatin,51079045820
Riboflavin (Vitamin B-2),10432006501
risedronate,149047201
*NF* Risedronate Sodium,149047201
Rizatriptan,6026706
Rosuvastatin,310075239
reva,69419068
Metoprolol,186109005
traz,904399061
triazolam,781144113
Sanctura,65473098004
Urocit-K 5,178061001
Acetamin,182844789
Acetaminophe,182844789
wellb,591083960
bupropion,591083960
Xeloda,4110116
Cefuroxime,173038701
Losartan,6095228
Demeclocycline,115211101
Didanos,87665201
diValpro,74621511
Divalproex,74621511
*NF* Entacapone,78032705
*NF* Famciclovir,7411713
Gaviscon Extra Strength,88117547
Ibuprofen Suspension,904174861
*NF* Iopanoic Acid,407193103
Isosorbide Dinitrate,8412601
MAGNESIUM OXIDE,165002241
Mebaral,24123305
Asacol,149075215
Mesalamine DR,430075227
Modafinil,63459020001
*nf,26858188
mycophenolate sodium,78038566
Nicot,182000101
Niaspan,182000101
norethindrone (contraceptive),62141101
Pemoline,74605713
sevelame,58468002001
sorafenib,26848858
*NF* Sorafenib,26848858
Tenofovir Disoproxil Fumarate,61958040101
Cholecalciferol (Vitamin D3),10432017002
Gua,63824000840
guaife,63824000840
lans,300154430
lansoprazole,64764054411
levoCarnitine,54482014407
Lithium ,68968449201
methylph,83001630
Potassium ,245004101
Mycophenolate,4026001
ZyPREXA Zydis,2445385
Ondanse,62756035664
bismuth subsalicy,37000002104
Atorvastatin Study Med,54569446601
Wellbutrin,173094755
Wellbutrin XL,173073001
Carbamazepine,83006230
Revatio (sildenafil),24208039407
Zofran,88120806
MetFORMIN,172443510
Olanzapi,2445485
OLANZapine,2445485
Verapa,172428510
Verapamil,172428510
Verapamil,172428610
Flonase,54327099
Bacitracin-Polymyxin Ointment,168027338
dorzolamide,50383023210
Sodium Chloride,24208027715
Hydroxypropyl Methylcellulose,536623772
Levobunolol,24208054505
xal,13830304
Levobunolol HCl 0.5%,17478028712
TIMOP,6336703
Betaxolol HCl  0.25%,65024620
Cipro HC,61314065625
Gentamicin ,24208058060
Olopatadine HCl,65027105
Moxifloxacin,65401303
Nitroglycerin ,378910493
alora,52544047108
*NF* Lidocaine 5% Patch,63481068706
Fentanyl ,781711355
Fentanyl,50458003605
Vivelle,78036545
Phenylephrine  0.05% Nasal Spray,24135301
Aspirin EC,574703412
Bisaco,574705050
Prochlorperazine (Rectal),7336203
Acetaminophen (Rectal),45802073032
Acyclovir,64455099394
Mycostatin,168005430
Pramoxine HCl,71307513
Bacitracin ,168002638
Critic-Aid Clear,11701005032
Econopred Plus,168031230
Miconazole 2% Cream,472073041
Dovonex,72254006
Calcipotriene 0.005% Oint,430301015
Liniments,168003631
EMLA,168035755
Gentamicin Sulfate,17478028435
Lactaid,23031204
Estrogens Conjugated,46087221
fluocinolone,168006460
Bactroban,29152722
Mupirocin,29152722
mupirocin,29152722
Mupirocin Calcium,29152722
Erythromycin,168007011
Erythromycin,24208091019
Westcort,72810015
Protopic,469520130
Clobetasol,51672125802
Ampicillin,63323039923
Hepa,409115170
Albuterol,54569198900
Haloperidol  ,45025501
insulin ,2871501
HumuLIN 70/30,2871501
Xylocaine,186027613
Lidocaine,186021003
Lidocaine 1% P.f.,186021003
MENINGO,49281048901
Fentanyl Citrate,74177825
Rabies Immune Globulin,13533061803
Remifentanil HCl,74449803
Zoledronic Acid,78035084
Cefotetan,310037720
Chloroprocaine 2% MPF,55390040320
Diltia,55390056605
Enalaprilat,74610204
HydrALAZINe,517090125
Triamcinolone Acetonide Inj,3029305
keto,4692506
METHYLEN,517031010
acetylc,87057009
SODIUM,74662502
Sodium Bicarbo,409662502
sodium bicarb,74662502
Ondansetron HCl,781305714
Oxytocin,54569188401
Penicillin G Potassium,54868348000
Rabies Immune Globulin,13533061810
Zemuron,52045015
Secretin,67066000501
ALBUMIN,944049101
ALBUM,944049101
Amiodarone,8081401
HEPARIN,641243645
Labet,55390013020
Lidocaine ,186014001
Lidocaine 1%/Epinephrine,74317801
Lidocaine 1%,74317801
Insulin Aspart *NF* (for Insulin PUMP),169750111
Propofol (Generic),54569407300
Varicella-Zoster Imm Globulin,52769057466
acetylc,87057007
Acetylcystei,517760425
Acetylcysteine,517750425
Acetylcysteine ,517760425
Avonex Administration Pack,59627000103
Lidocaine ,74427501
Thymoglobulin (IND),62053053425
Lidocaine 1% P.F.,186011201
Guaifenesin-Codeine Phosphate,121177505
guai,121174410
Morphin,54858516
Morphine S,54023755
m,50383068304
Mult5l,50383068304
M,50383068304
MultiVitamin,50383068304
MultiVitamins,50383068304
